Date,Flashboards,Gate1,Gate2,Gate3,Remark,Operating
10/29/2023,IN,C,O,O,Operations suspended when 100 TAF block of water exhausted.,Open with one or more gates closed
10/30/2023,IN,C,O,O,Operations suspended when 100 TAF block of water exhausted.,Open with one or more gates closed
10/31/2023,IN,C,O,O,Operations suspended when 100 TAF block of water exhausted.,Open with one or more gates closed
11/1/2023,IN,C,O,O,Operations suspended when 100 TAF block of water exhausted.,Open with one or more gates closed
11/2/2023,IN,C,O,O,Operations suspended when 100 TAF block of water exhausted.,Open with one or more gates closed
11/3/2023,IN,C,O,O,Operations suspended when 100 TAF block of water exhausted.,Open with one or more gates closed
11/4/2023,IN,C,O,O,Operations suspended when 100 TAF block of water exhausted.,Open with one or more gates closed
11/5/2023,IN,C,O,O,Operations suspended when 100 TAF block of water exhausted.,Open with one or more gates closed
11/6/2023,IN,C,C,C,Gates closed for refurbishment work. Gate 3 was installed and Gate 2 was sent for refurbishment.,Closed with flashboards in
11/7/2023,IN,C,C,C,Gates closed for refurbishment work. Gate 3 was installed and Gate 2 was sent for refurbishment.,Closed with flashboards in
11/8/2023,IN,C,C,C,Gates closed for refurbishment work. Gate 3 was installed and Gate 2 was sent for refurbishment.,Closed with flashboards in
11/9/2023,IN,C,C,C,Gates closed for refurbishment work. Gate 3 was installed and Gate 2 was sent for refurbishment.,Closed with flashboards in
11/10/2023,IN,C,C,C,Gates closed for refurbishment work. Gate 3 was installed and Gate 2 was sent for refurbishment.,Closed with flashboards in
11/11/2023,IN,C,C,C,Gates closed for refurbishment work. Gate 3 was installed and Gate 2 was sent for refurbishment.,Closed with flashboards in
11/12/2023,IN,C,C,C,Gates closed for refurbishment work. Gate 3 was installed and Gate 2 was sent for refurbishment.,Closed with flashboards in
11/13/2023,IN,C,C,C,Gates closed for refurbishment work. Gate 3 was installed and Gate 2 was sent for refurbishment.,Closed with flashboards in
11/14/2023,IN,C,C,C,Gates closed for refurbishment work. Gate 3 was installed and Gate 2 was sent for refurbishment.,Closed with flashboards in
11/15/2023,IN,C,C,C,Gates closed for refurbishment work. Gate 3 was installed and Gate 2 was sent for refurbishment.,Closed with flashboards in
11/16/2023,IN,C,C,C,Gates closed for refurbishment work. Gate 3 was installed and Gate 2 was sent for refurbishment.,Closed with flashboards in
11/17/2023,IN,C,C,C,Gates closed for refurbishment work. Gate 3 was installed and Gate 2 was sent for refurbishment.,Closed with flashboards in
11/18/2023,IN,C,C,C,Gates closed for refurbishment work. Gate 3 was installed and Gate 2 was sent for refurbishment.,Closed with flashboards in
11/19/2023,IN,C,C,C,Gates closed for refurbishment work. Gate 3 was installed and Gate 2 was sent for refurbishment.,Closed with flashboards in
11/20/2023,IN,C,C,C,Gates closed for refurbishment work. Gate 3 was installed and Gate 2 was sent for refurbishment.,Closed with flashboards in
11/21/2023,IN,C,C,O,"Gate 3 opened to freshen up Montezuma Slough. Gate 1 is down due an electrical issue. Once fixed, tidal operations will begin due to rising salinities.",Open with one or more gates closed
11/22/2023,IN,C,C,O,"Gate 3 opened to freshen up Montezuma Slough. Gate 1 is down due an electrical issue. Once fixed, tidal operations will begin due to rising salinities.",Open with one or more gates closed
11/23/2023,IN,C,C,O,"Gate 3 opened to freshen up Montezuma Slough. Gate 1 is down due an electrical issue. Once fixed, tidal operations will begin due to rising salinities.",Open with one or more gates closed
11/24/2023,IN,C,C,O,"Gate 3 opened to freshen up Montezuma Slough. Gate 1 is down due an electrical issue. Once fixed, tidal operations will begin due to rising salinities.",Open with one or more gates closed
11/25/2023,IN,C,C,O,"Gate 3 opened to freshen up Montezuma Slough. Gate 1 is down due an electrical issue. Once fixed, tidal operations will begin due to rising salinities.",Open with one or more gates closed
11/26/2023,IN,C,C,O,"Gate 3 opened to freshen up Montezuma Slough. Gate 1 is down due an electrical issue. Once fixed, tidal operations will begin due to rising salinities.",Open with one or more gates closed
11/27/2023,IN,C,C,M-OP,Manual Tidal operations started for Gate 3 due to rising salinties. Operations are manual due to uncertainty in the downstream water level data. Gate 1 is still out due to electrical issues.,Operating manually
11/28/2023,IN,C,C,M-OP,Manual Tidal operations started for Gate 3 due to rising salinties. Operations are manual due to uncertainty in the downstream water level data. Gate 1 is still out due to electrical issues.,Operating manually
11/29/2023,IN,C,C,M-OP,Manual Tidal operations started for Gate 3 due to rising salinties. Operations are manual due to uncertainty in the downstream water level data. Gate 1 is still out due to electrical issues.,Operating manually
11/30/2023,IN,C,C,M-OP,Manual Tidal operations started for Gate 3 due to rising salinties. Operations are manual due to uncertainty in the downstream water level data. Gate 1 is still out due to electrical issues.,Operating manually
12/1/2023,IN,C,C,M-OP,Manual Tidal operations started for Gate 3 due to rising salinties. Operations are manual due to uncertainty in the downstream water level data. Gate 1 is still out due to electrical issues.,Operating manually
12/2/2023,IN,M-OP,C,M-OP,Gate 1 fixed and returned to service.  Gates 1 and 3 still in manual operation mode due to problems with downstream sensor.,Operating manually
12/3/2023,IN,M-OP,C,M-OP,Gate 1 fixed and returned to service.  Gates 1 and 3 still in manual operation mode due to problems with downstream sensor.,Operating manually
12/4/2023,IN,M-OP,C,M-OP,Gate 1 fixed and returned to service.  Gates 1 and 3 still in manual operation mode due to problems with downstream sensor.,Operating manually
12/5/2023,IN,M-OP,C,M-OP,"Downstream sensor fixed and Tidal Mode resumed for gate openings.  However, now the velocity meter is malfunctioning and gate openings are manual.",Operating manually
12/6/2023,IN,M-OP,C,M-OP,"Downstream sensor fixed and Tidal Mode resumed for gate openings.  However, now the velocity meter is malfunctioning and gate openings are manual.",Operating manually
12/7/2023,IN,M-OP,C,M-OP,"Downstream sensor fixed and Tidal Mode resumed for gate openings.  However, now the velocity meter is malfunctioning and gate openings are manual.",Operating manually
12/8/2023,IN,M-OP,C,M-OP,"Downstream sensor fixed and Tidal Mode resumed for gate openings.  However, now the velocity meter is malfunctioning and gate openings are manual.",Operating manually
12/9/2023,IN,M-OP,C,M-OP,"Downstream sensor fixed and Tidal Mode resumed for gate openings.  However, now the velocity meter is malfunctioning and gate openings are manual.",Operating manually
12/10/2023,IN,M-OP,C,M-OP,"Downstream sensor fixed and Tidal Mode resumed for gate openings.  However, now the velocity meter is malfunctioning and gate openings are manual.",Operating manually
12/11/2023,IN,M-OP,C,M-OP,"Downstream sensor fixed and Tidal Mode resumed for gate openings.  However, now the velocity meter is malfunctioning and gate openings are manual.",Operating manually
12/12/2023,IN,M-OP,C,M-OP,"Downstream sensor fixed and Tidal Mode resumed for gate openings.  However, now the velocity meter is malfunctioning and gate openings are manual.",Operating manually
12/13/2023,IN,M-OP,C,M-OP,"Downstream sensor fixed and Tidal Mode resumed for gate openings.  However, now the velocity meter is malfunctioning and gate openings are manual.",Operating manually
12/14/2023,IN,M-OP,C,M-OP,"Downstream sensor fixed and Tidal Mode resumed for gate openings.  However, now the velocity meter is malfunctioning and gate openings are manual.",Operating manually
12/15/2023,IN,C,C,M-OP,Gate 1 cannot stay open and was closed to prevent damage.  Gate 3 is not opening and closing at the correct times.  Some operators are using manual operations and some are using tidal operations.,Operating manually
12/16/2023,IN,C,C,M-OP,Gate 1 cannot stay open and was closed to prevent damage.  Gate 3 is not opening and closing at the correct times.  Some operators are using manual operations and some are using tidal operations.,Operating manually
12/17/2023,IN,C,C,M-OP,Gate 1 cannot stay open and was closed to prevent damage.  Gate 3 is not opening and closing at the correct times.  Some operators are using manual operations and some are using tidal operations.,Operating manually
12/18/2023,IN,C,C,M-OP,Gate 1 cannot stay open and was closed to prevent damage.  Gate 3 is not opening and closing at the correct times.  Some operators are using manual operations and some are using tidal operations.,Operating manually
12/19/2023,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
12/20/2023,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
12/21/2023,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
12/22/2023,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
12/23/2023,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
12/24/2023,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
12/25/2023,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
12/26/2023,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
12/27/2023,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
12/28/2023,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
12/29/2023,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
12/30/2023,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
12/31/2023,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
1/1/2024,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
1/2/2024,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
1/3/2024,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
1/4/2024,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
1/5/2024,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
1/6/2024,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
1/7/2024,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
1/8/2024,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
1/9/2024,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
1/10/2024,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
1/11/2024,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
1/12/2024,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
1/13/2024,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
1/14/2024,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
1/15/2024,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
1/16/2024,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
1/17/2024,IN,M-OP,C,M-OP,Brakes were replaced for Gate 1 and it was returned to service. Both gates are operated manually due to sensor malfunctions.,Operating manually
1/18/2024,IN,OP,C,OP,Downstream sensor fixed and Tidal Mode resumed for gate openings.,Operating with one or more gates closed
1/19/2024,IN,OP,C,OP,Downstream sensor fixed and Tidal Mode resumed for gate openings.,Operating with one or more gates closed
1/20/2024,IN,OP,C,OP,Downstream sensor fixed and Tidal Mode resumed for gate openings.,Operating with one or more gates closed
1/21/2024,IN,OP,C,OP,Downstream sensor fixed and Tidal Mode resumed for gate openings.,Operating with one or more gates closed
1/22/2024,IN,OP,C,OP,Downstream sensor fixed and Tidal Mode resumed for gate openings.,Operating with one or more gates closed
1/23/2024,IN,OP,C,OP,Downstream sensor fixed and Tidal Mode resumed for gate openings.,Operating with one or more gates closed
1/24/2024,IN,OP,C,OP,Downstream sensor fixed and Tidal Mode resumed for gate openings.,Operating with one or more gates closed
1/25/2024,IN,OP,C,OP,Downstream sensor fixed and Tidal Mode resumed for gate openings.,Operating with one or more gates closed
1/26/2024,IN,OP,C,OP,Downstream sensor fixed and Tidal Mode resumed for gate openings.,Operating with one or more gates closed
1/27/2024,IN,OP,C,OP,Downstream sensor fixed and Tidal Mode resumed for gate openings.,Operating with one or more gates closed
1/28/2024,IN,OP,C,OP,Downstream sensor fixed and Tidal Mode resumed for gate openings.,Operating with one or more gates closed
1/29/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
1/30/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
1/31/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/1/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/2/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/3/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/4/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/5/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/6/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/7/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/8/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/9/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/10/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/11/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/12/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/13/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/14/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/15/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/16/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/17/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/18/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/19/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/20/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/21/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/22/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/23/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/24/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/25/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/26/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/27/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/28/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
2/29/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/1/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/2/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/3/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/4/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/5/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/6/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/7/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/8/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/9/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/10/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/11/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/12/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/13/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/14/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/15/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/16/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/17/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/18/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/19/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/20/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/21/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/22/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/23/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/24/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/25/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/26/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/27/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/28/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/29/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/30/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
3/31/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/1/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/2/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/3/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/4/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/5/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/6/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/7/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/8/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/9/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/10/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/11/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/12/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/13/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/14/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/15/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/16/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/17/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/18/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/19/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/20/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/21/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/22/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/23/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/24/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/25/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/26/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/27/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/28/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/29/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
4/30/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/1/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/2/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/3/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/4/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/5/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/6/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/7/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/8/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/9/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/10/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/11/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/12/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/13/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/14/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/15/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/16/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/17/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/18/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/19/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/20/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/21/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/22/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/23/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/24/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/25/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/26/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/27/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/28/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/29/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/30/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
5/31/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/1/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/2/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/3/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/4/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/5/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/6/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/7/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/8/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/9/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/10/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/11/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/12/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/13/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/14/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/15/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/16/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/17/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/18/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/19/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/20/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/21/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/22/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/23/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/24/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/25/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
6/26/2024,IN,O,C,O,Operations suspended due to declining salinities and more rain on the way.,Open with one or more gates closed
